region,depth,value
1,1,2307.4500000000003
1,2,0.0
1,3,518.6
1,4,338.6
2,1,127.0159617751572
2,2,0.0
2,3,0.0
2,4,338.6
3,1,0.0
3,2,0.0
3,3,0.0
3,4,0.0
4,1,0.0
4,2,0.0
4,3,0.0
4,4,0.0
