stage,objective
1,2.7002356920000017e6
2,1.5281768687152006e6
3,1.0432088936488517e6
4,1.0431906142095774e6
5,1.0431859767075107e6
6,1.411279026215192e6
7,802942.5745259076
8,802946.043993732
9,741197.0557000004
10,310000.84253999963
11,309995.9410730507
12,569059.3989000004
13,281663.6784571279
14,664740.7261321144
15,1.263950188230697e6
16,1.0431879202599991e6
17,1.005162763853279e6
18,1.6827794476005994e6
19,2.4214332998215277e6
20,2.0884650260419743e6
21,1.722290614467565e6
22,1.8305180353812333e6
23,553237.8501465884
24,248130.32840941887
