stage,objective
1,2.7002356920000017e6
2,3.021766656550899e6
3,2.4214410531622246e6
4,2.6839551906281635e6
5,1.5281777938021347e6
6,2.0550734836173803e6
7,2.209387893213466e6
8,1.528175800999999e6
9,1.558773398380369e6
10,1.0061217969304714e6
11,1.5401862445540894e6
12,716937.5995082781
13,510594.0369600002
14,309997.88363999967
15,802955.2829367798
16,802945.4437600002
17,802945.8877600003
18,716937.7021817537
19,803682.6554089496
20,964405.3692600001
21,2.2093922505238773e6
22,2.5329238392519513e6
23,5.126742020928202e6
24,3.7192464687085725e7
