stage,objective
1,340078.4790400006
2,510696.5681599993
3,373936.7941800002
4,435968.657500783
5,510691.50915999897
6,510620.58245999925
7,510629.3027599994
8,510663.5707600005
9,510627.4617600003
10,389722.2211600002
11,336174.09124
12,510700.9421600001
13,650781.8419508813
14,281880.74464000016
15,532961.9371600002
16,730080.4894599998
17,717051.8986600004
18,532896.4465600001
19,532871.1826599999
20,727099.895043714
21,804309.5604075352
22,389352.88508649636
23,268795.3303399999
24,247104.22705154566
