stage,objective
1,2.7002356920000017e6
2,844392.9272149988
3,1.0432034890180416e6
4,2.284851851043001e6
5,1.528172341312509e6
6,1.0402035474283695e6
7,803669.6972599998
8,927258.9162600003
9,2.116421413245309e6
10,1.8630226535000019e6
11,2.405935670685515e6
12,2.6839487794168517e6
13,3.0578016035661697e6
14,3.021775204999998e6
15,2.421457816638857e6
16,1.939466523082275e6
17,1.5281742273413949e6
18,2.498640237640949e6
19,1.8630207218334377e6
20,1.548426700032101e6
21,510594.3092348976
22,245085.27658
23,283999.6445598636
24,245083.70613297762
