stage,objective
1,340078.4790400006
2,336225.4217399992
3,373900.2545800004
4,510650.7630599998
5,532862.7862599995
6,510649.9879599996
7,510620.98475999944
8,510619.91826000065
9,532866.5241599996
10,389682.4207600001
11,336174.09124
12,510700.9421600001
13,256738.8397400002
14,256635.67674000002
15,281841.2517400002
16,282312.8924421612
17,302667.54719410976
18,256536.7467400001
19,256617.5416394465
20,256487.07273999997
21,248437.66723999998
22,245112.7377656449
23,245199.9613143551
24,245190.47834000003
