stage,objective
1,2.7002356920000017e6
2,3.246093974244997e6
3,2.4214401204475313e6
4,1.5281922666268386e6
5,1.4786446355457976e6
6,1.8630168259793408e6
7,1.863016316927217e6
8,2.116417728023071e6
9,1.5281716728510372e6
10,2.683946880119037e6
11,964403.6099740528
12,1.5281773145000003e6
13,1.980734766231168e6
14,2.5537480517781116e6
15,291895.8805788392
16,454843.3663112237
17,496438.35710191494
18,256470.16818000004
19,248406.34817999997
20,245087.47482000012
21,245088.3881670523
22,245086.9770993719
23,245083.72005396138
24,245083.02260000003
