stage,objective
1,2.7002356920000017e6
2,3.0217682522514984e6
3,3.0217876325494274e6
4,3.02176972082638e6
5,3.021770856102638e6
6,3.021766722331822e6
7,3.021766408911757e6
8,2.2848564944999963e6
9,3.021771471499998e6
10,1.5932370674809031e6
11,2.198109185851995e6
12,1.5281741550999992e6
13,1.5281749860000014e6
14,1.0432067651183326e6
15,803672.5499898605
16,802949.1282600006
17,663353.9163859133
18,687234.6888788743
19,310011.65574454237
20,510598.55506000016
21,568880.5592356692
22,542389.3612496033
23,616233.0494673138
24,281441.8434847579
