stage,objective
1,2.7002356920000017e6
2,741215.4011561014
3,510596.06350000016
4,532862.8588706646
5,281652.9991920665
6,291868.01517076045
7,310012.99689840525
8,892672.4391593989
9,1.114576523260001e6
10,1.5434000020860974e6
11,1.151213404877944e6
12,663349.626888331
13,510597.5418999996
14,268727.51279000007
15,281680.6283302009
16,248403.96803999995
17,256472.8054206618
18,256468.41687444318
19,256466.88211933197
20,256467.2539900001
21,248401.90321637923
22,268726.27828800085
23,263534.05379
24,245085.1011789115
