stage,objective
1,2.7002356920000017e6
2,2.6839548235e6
3,3.021767709205799e6
4,3.0217700040373206e6
5,4.1043833449062854e6
6,3.851872901865065e6
7,3.246094683837816e6
8,3.036330798068188e6
9,3.9925461792186648e6
10,4.104386299999997e6
11,3.7724901394999996e6
12,4.1889145737761036e6
13,4.1889173454477936e6
14,3.71211216008462e6
15,3.021783712789476e6
16,3.9925444001362063e6
17,3.6436520924169905e6
18,1.5716151464999989e6
19,1.9583035405000001e6
20,3.3543995253280215e6
21,4.837806767722057e6
22,3.0217698167979037e6
23,582243.5399153526
24,626809.6040100572
