stage,objective
1,2.7002356920000017e6
2,3.246094276036702e6
3,3.0217737055852413e6
4,2.284859422720544e6
5,1.8630243241510093e6
6,3.044969118639581e6
7,3.246097981008224e6
8,3.0217698675988093e6
9,3.5090638551087603e6
10,3.1746520272121727e6
11,3.0348972236072496e6
12,3.9925408331353515e6
13,3.5424359345000014e6
14,3.7993720034950078e6
15,2.4214424709406532e6
16,1.0051667322839759e6
17,729993.4325126763
18,532850.9665120794
19,803668.7607000005
20,802946.4456305811
21,1.8630237182e6
22,3.0009659164693886e6
23,3.992548503464762e6
24,245419.87417665147
