stage,objective
1,340078.4790400006
2,336232.4187400006
3,291986.1226399997
4,310040.83724000026
5,310010.62984000053
6,310037.57094
7,310023.0193400001
8,310008.7958399998
9,291886.61483999994
10,291906.4537399998
11,281682.79124000017
12,269019.5514399996
13,310060.24263999984
14,663444.7978600003
15,573074.0525599997
16,730086.08036
17,803061.6646600002
18,803736.3752600001
19,927272.4953600001
20,1.0051721902600005e6
21,1.5281798232999993e6
22,1.2784197440852902e6
23,649530.2191329564
24,245185.86293993174
