stage,objective
1,340078.4790400006
2,510791.3021600004
3,510663.6710599996
4,532895.3361600004
5,532918.2712600008
6,532908.3843600005
7,532914.9104684889
8,510609.71876000054
9,735355.7898171525
10,717046.2189515121
11,716943.5186599996
12,658333.6815945385
13,336234.64083999954
14,281816.29464
15,532929.0621600002
16,336190.5352400001
17,389643.08446000004
18,582822.6411652872
19,803042.4695594707
20,532879.7780599999
21,736583.551185911
22,555069.8771932379
23,763756.4617220579
24,245176.1433399956
