stage,objective
1,2.7002356920000017e6
2,3.0217790184039325e6
3,1.2639240190823898e6
4,2.1164168176633194e6
5,2.1164167138866596e6
6,1.5281707708021998e6
7,1.5281750966355763e6
8,1.5281749600692056e6
9,1.5281767128999978e6
10,2.9735429199960604e6
11,2.952008595829699e6
12,2.116423282556977e6
13,2.284855293675445e6
14,4.837809954999998e6
15,4.104384342406437e6
16,3.0217685275301337e6
17,3.712108852909982e6
18,3.0217703960999977e6
19,2.1164249804999996e6
20,870356.1482600002
21,544617.3906852733
22,245091.18206000002
23,245085.37012700102
24,245083.02260000003
