stage,objective
1,2.7002356920000017e6
2,1.863017494520001e6
3,2.116424926986113e6
4,1.5281812368577346e6
5,1.8630183320644088e6
6,2.2093896486965157e6
7,2.226709422306508e6
8,3.0217685021038614e6
9,3.0217677063653767e6
10,3.4050837574309185e6
11,3.1520307524999976e6
12,4.837804265520476e6
13,3.992549517999999e6
14,5.1267408779256195e6
15,4.364526654933259e6
16,9.459416665936053e6
17,4.1043862174999975e6
18,3.0217731895000003e6
19,4.1043863000000007e6
20,3.021773284499999e6
21,3.0217734184999987e6
22,988643.8876119107
23,1.3747444886843832e6
24,2.777963303946002e6
