stage,objective
1,2.7002356920000017e6
2,1.0431895112280995e6
3,1.263936842417255e6
4,687235.3176274989
5,802948.9258273151
6,802945.1618600003
7,802946.2277599983
8,535790.2290703766
9,309998.08041860536
10,802945.8896243796
11,510593.5503295548
12,802946.1659299079
13,741195.6936461031
14,1.0051930915929154e6
15,1.5319175681617875e6
16,2.130189674403727e6
17,2.284852325755898e6
18,1.0051612927599996e6
19,687217.5682600001
20,532850.5280599999
21,1.1090190614727177e6
22,3.278124886648385e6
23,8.698870951197665e6
24,1.3303092108210044e7
