stage,objective
1,2.7002356920000017e6
2,2.716685983429283e6
3,3.1520379887380376e6
4,3.879213261138566e6
5,3.02177554971423e6
6,3.520170765849702e6
7,3.021773280500002e6
8,3.021768654818207e6
9,3.8328413598650917e6
10,3.0217733204999976e6
11,3.723029655088365e6
12,2.7002311572604403e6
13,1.8630235799390748e6
14,1.5281768531999998e6
15,1.5281832111307867e6
16,802950.5210035555
17,1.0431881996754576e6
18,787554.5650643641
19,1.0559225460241968e6
20,1.020634696630979e6
21,750837.570390732
22,383554.3734348498
23,2.7036082270112764e6
24,814178.7502771075
