plant,unit,value
1,1,651.52
1,2,1339.2
1,3,2.16
1,4,164.18499999999992
1,5,125.17600000000007
1,6,19.88
1,7,513.13
1,8,5.72
1,9,255.0
1,10,226.59760000000009
1,11,266.34
1,12,150.54
1,13,14.5
1,14,125.38997583332406
1,15,11.79
1,16,60.03
1,17,144.84
1,18,313.82
1,19,359.97
1,20,399.99889999999994
1,21,89.0
1,22,166.0
1,23,121.68
1,24,108.08
1,25,19.32
1,26,30.0
1,27,76.16
1,28,3.9
1,29,13.44
1,30,123.2
1,31,32.0
1,32,203.82
1,33,183.18
1,34,79.98
1,35,6.4
1,36,47.6
1,37,811.4249999999996
1,38,504.6435865256636
1,39,0.6
1,40,197.0
1,41,47.25
1,42,113.3
1,43,4.32
2,1,6.6
2,2,213.4
2,3,213.4
2,4,334.6
2,5,16.1
2,6,58.05
2,7,2.28
2,8,14.153599999999985
2,9,66.25
2,10,116.76339999999993
2,11,228.80660000000017
2,12,330.6048000000001
2,13,1.92
2,14,107.67839999999997
2,15,268.4
2,16,10.85
2,17,454.4
3,1,1.95
3,2,1.65
3,3,4.8
3,4,1.65
3,5,24.940999999999978
3,6,19.76
3,7,17.230000000000818
3,8,1.95
3,9,2.25
3,10,123.2
3,11,30.8
3,12,1.95
3,13,2.25
3,14,77.28
3,15,327.16
3,16,41.72
3,17,41.72
3,18,2.25
3,19,15.3
3,20,2.25
3,21,47.04
3,22,1.95
3,23,1.95
3,24,9.27
3,25,13.6
3,26,5.3
3,27,6.6
3,28,98.58
3,29,14.0
3,30,14.04
3,31,47.88
3,32,509.0540000000001
3,33,107.69799461698183
4,1,44.82
4,2,44.82
