plant,unit,value
1,1,647.41
1,2,1331.1
1,3,0.0
1,4,61.20700000000011
1,5,27.09999999999995
1,6,9.8
1,7,529.0
1,8,0.0
1,9,255.0
1,10,213.99400000000017
1,11,107.73367702895823
1,12,0.0
1,13,0.0
1,14,2.26
1,15,0.0
1,16,24.36
1,17,58.74687702722485
1,18,0.0
1,19,0.0
1,20,399.99930000000006
1,21,81.0
1,22,144.0
1,23,60.29747506986917
1,24,0.0
1,25,7.84
1,26,0.0
1,27,0.0
1,28,0.0
1,29,0.0
1,30,0.0
1,31,0.0
1,32,162.54
1,33,90.3
1,34,0.0
1,35,0.0
1,36,0.0
1,37,466.2199999999996
1,38,28.800000000000026
1,39,0.0
1,40,197.0
1,41,0.0
1,42,2.06
1,43,0.0
2,1,0.0
2,2,0.0
2,3,0.0
2,4,323.4
2,5,0.0
2,6,39.6
2,7,0.48
2,8,9.559999999999976
2,9,25.75
2,10,97.32359999999991
2,11,186.45640000000031
2,12,282.0120000000002
2,13,0.0
2,14,80.19599999999993
2,15,191.0
2,16,5.0
2,17,223.09776416025394
3,1,0.0
3,2,0.0
3,3,0.0
3,4,0.0
3,5,0.7000000000000013
3,6,0.0
3,7,0.0
3,8,0.0
3,9,0.0
3,10,26.4
3,11,0.0
3,12,0.0
3,13,0.0
3,14,1.38
3,15,312.28
3,16,0.0
3,17,0.0
3,18,0.0
3,19,0.0
3,20,0.0
3,21,0.0
3,22,0.0
3,23,0.0
3,24,0.0
3,25,0.0
3,26,0.0
3,27,0.0
3,28,1.86
3,29,0.0
3,30,0.0
3,31,0.0
3,32,498.00199999999995
3,33,0.0
4,1,0.0
4,2,0.0
