from,to,value
1,1,0.0
1,2,2853.3757641602524
1,3,26.112000000000123
1,4,0.0
1,5,1027.309999999999
2,1,0.0
2,2,0.0
2,3,0.0
2,4,0.0
2,5,0.0
3,1,0.0
3,2,0.0
3,3,0.0
3,4,0.0
3,5,95.58999999999884
4,1,0.0
4,2,0.0
4,3,0.0
4,4,0.0
4,5,0.0
5,1,0.0
5,2,0.0
5,3,0.0
5,4,1122.899999999998
5,5,0.0
