stage,objective
1,2.7002356920000017e6
2,2.2848526440000013e6
3,927267.9271819703
4,802945.4437600002
5,870356.0052600019
6,1.4786522940868177e6
7,1.1251737422683425e6
8,1.0431883962600008e6
9,1.6936348786171302e6
10,3.324992622108102e6
11,4.3071198169714175e6
12,1.3051279001452364e6
13,3.7121103045562804e6
14,4.188915014022276e6
15,3.02176732473908e6
16,5.160471555648319e6
17,4.364526384192273e6
18,3.5290396187055334e6
19,3.021773293013951e6
20,4.058832625e6
21,3.9427372052940726e6
22,4.4937954e6
23,2.55982742823911e6
24,4.454151990073008e6
