stage,objective
1,2.7002356920000017e6
2,2.284849012264602e6
3,1.5281872755968235e6
4,1.5281783134516925e6
5,1.4786442766113244e6
6,2.2093904339594245e6
7,2.683953619293697e6
8,1.6287324847552143e6
9,1.5281741506674103e6
10,1.528177078499999e6
11,1.0051616539999992e6
12,2.116421492409587e6
13,1.6796073252760228e6
14,3.212234641441975e6
15,3.0217823207781985e6
16,3.992544031023491e6
17,3.0217728433167394e6
18,1.6287392211521622e6
19,810799.3027206231
20,1.317883265057722e6
21,1.0489975872488017e6
22,279505.1125148509
23,281650.0950400001
24,245083.02260000003
