plant,unit,value
1,1,643.3
1,2,1323.0
1,3,0.0
1,4,86.92380572866736
1,5,44.93199999999999
1,6,11.48
1,7,486.68
1,8,0.0
1,9,252.18239999999997
1,10,222.04630000000014
1,11,131.24
1,12,4.549041574237394
1,13,0.0
1,14,34.075036600569796
1,15,0.0
1,16,29.58
1,17,79.56
1,18,9.23
1,19,9.23
1,20,399.9981
1,21,75.0
1,22,127.18221832110594
1,23,72.67
1,24,0.0
1,25,9.52
1,26,0.0
1,27,0.0
1,28,0.0
1,29,0.0
1,30,0.0
1,31,0.0
1,32,162.54
1,33,105.78
1,34,0.0
1,35,0.0
1,36,0.0
1,37,544.1913103273246
1,38,121.42799999999981
1,39,0.0
1,40,191.87839999999997
1,41,0.0
1,42,26.78
1,43,0.0
2,1,0.0
2,2,43.65
2,3,42.85844411752389
2,4,315.92467068263994
2,5,0.0
2,6,42.3
2,7,0.84
2,8,10.499599999999978
2,9,36.25
2,10,99.95059999999991
2,11,192.17940000000033
2,12,310.3578000000001
2,13,0.0
2,14,96.99079999999996
2,15,237.37916797644814
2,16,5.3
2,17,259.7554073181069
3,1,0.0
3,2,0.0
3,3,0.0
3,4,0.0
3,5,0.7000000000000013
3,6,0.0
3,7,0.0
3,8,0.0
3,9,0.0
3,10,35.2
3,11,0.0
3,12,0.0
3,13,0.0
3,14,22.08
3,15,302.36
3,16,0.0
3,17,0.0
3,18,0.0
3,19,0.0
3,20,0.0
3,21,0.0
3,22,0.0
3,23,0.0
3,24,0.0
3,25,0.0
3,26,0.0
3,27,0.0
3,28,24.18
3,29,0.0
3,30,0.0
3,31,0.0
3,32,485.1080000000002
3,33,0.0
4,1,0.0
4,2,0.0
