stage,objective
1,2.7002356920000017e6
2,1.5281716935565993e6
3,2.116438301168047e6
4,1.5281721906028911e6
5,802950.2655825615
6,964404.1927600019
7,1.5281753905744925e6
8,2.1164199408586808e6
9,2.117230547283925e6
10,2.8610180402592532e6
11,3.5475025972787924e6
12,3.24609556569162e6
13,2.743586165654458e6
14,1.5281769295352064e6
15,2.4839917793977633e6
16,3.696413994068291e6
17,3.9925504097715914e6
18,3.0217731895000003e6
19,1.5281791626603827e6
20,3.021773284499999e6
21,3.0217727320805583e6
22,844389.5372600001
23,687217.6896599993
24,245083.07840676518
