plant,unit,value
1,1,657.0
1,2,1350.0
1,3,0.0
1,4,250.0
1,5,234.39699999999996
1,6,28.0
1,7,529.0
1,8,3.96
1,9,255.0
1,10,235.0
1,11,386.0
1,12,355.12
1,13,11.6
1,14,226.0
1,15,5.24
1,16,87.0
1,17,204.0
1,18,729.17
1,19,849.16
1,20,400.0
1,21,100.0
1,22,200.0
1,23,169.0
1,24,262.48
1,25,28.0
1,26,44.0
1,27,184.96
1,28,2.4
1,29,0.0
1,30,303.6
1,31,0.0
1,32,258.0
1,33,258.0
1,34,201.24
1,35,2.56
1,36,54.4
1,37,1058.0
1,38,986.5857760903377
1,39,0.0
1,40,197.0
1,41,115.5
1,42,206.0
1,43,0.0
2,1,2.829104676714431
2,2,455.9
2,3,455.9
2,4,350.0
2,5,12.88
2,6,72.0
2,7,4.0
2,8,19.3736
2,9,100.0
2,10,132.0
2,11,262.0
2,12,363.0
2,13,0.0
2,14,126.0
2,15,320.0
2,16,18.8
2,17,640.0
3,1,2.86
3,2,2.42
3,3,7.04
3,4,2.42
3,5,0.7000000000000013
3,6,13.68
3,7,13.444399338802652
3,8,2.86
3,9,3.3
3,10,220.0
3,11,35.2
3,12,2.86
3,13,3.3
3,14,138.0
3,15,347.0
3,16,99.83
3,17,99.83
3,18,3.3
3,19,22.44
3,20,3.3
3,21,114.24
3,22,2.86
3,23,2.86
3,24,0.0
3,25,10.88
3,26,2.12
3,27,2.64
3,28,182.28
3,29,34.0
3,30,0.0
3,31,115.27350032428201
3,32,533.0
3,33,251.94
4,1,109.56
4,2,109.56
