stage,objective
1,2.7002356920000017e6
2,1.863023212383099e6
3,3.0217815073424876e6
4,3.021769545804724e6
5,3.0217695159655213e6
6,3.8792025633085817e6
7,3.9925422582749575e6
8,3.992545068123162e6
9,4.104381549948901e6
10,8.541741237315997e6
11,4.1322530921821967e6
12,3.0217728938832507e6
13,4.0316073034412116e6
14,4.188918258357629e6
15,3.021778137390595e6
16,3.992547687586494e6
17,5.12674722188168e6
18,5.170943924205467e6
19,6.067058828987315e6
20,5.607651081494052e6
21,4.653464606434166e6
22,5.360055072689498e6
23,9.460216229527855e6
24,3.677400269959607e6
