plant,unit,value
1,1,655.63
1,2,1347.3
1,3,1.08
1,4,196.6039999999999
1,5,167.52700000000004
1,6,23.24
1,7,529.0
1,8,9.68
1,9,255.0
1,10,230.09860000000003
1,11,308.8
1,12,220.02
1,13,18.85
1,14,164.98
1,15,13.1
1,16,70.47
1,17,165.24
1,18,478.7383029184204
1,19,526.11
1,20,399.99989999999997
1,21,96.0
1,22,186.0
1,23,141.96
1,24,158.26
1,25,22.4
1,26,46.0
1,27,111.52
1,28,4.8
1,29,13.44
1,30,180.4
1,31,32.0
1,32,239.94
1,33,214.14
1,34,118.68
1,35,7.04
1,36,78.2
1,37,910.0549999999997
1,38,697.7800000000003
1,39,0.3
1,40,197.0
1,41,66.5
1,42,147.10981716850682
1,43,4.280867611639712
2,1,7.92
2,2,310.4
2,3,305.9880187103276
2,4,344.4
2,5,22.17672382642367
2,6,63.0
2,7,3.0
2,8,16.24159999999999
2,9,79.75
2,10,122.91743848334698
2,11,242.54180000000008
2,12,342.75300000000004
2,13,0.72
2,14,115.14222284966644
2,15,287.75
2,16,13.55
2,17,531.2
3,1,4.16
3,2,3.41
3,3,10.24
3,4,3.41
3,5,35.80554549751196
3,6,34.96
3,7,34.5
3,8,4.03
3,9,4.8
3,10,178.2
3,11,64.12505197714319
3,12,4.03
3,13,4.65
3,14,110.4
3,15,340.8
3,16,68.54
3,17,68.54
3,18,4.8
3,19,31.690956942824403
3,20,4.8
3,21,82.32
3,22,4.16
3,23,4.16
3,24,16.48
3,25,25.84
3,26,9.01
3,27,11.22
3,28,139.5
3,29,23.0
3,30,24.96
3,31,78.66
3,32,524.9162590651551
3,33,180.08489254524437
4,1,83.0
4,2,84.50402535128823
