stage,objective
1,2.7002356920000017e6
2,3.0217664522041976e6
3,1.528185766426716e6
4,1.528186063424103e6
5,2.1164283644360974e6
6,1.8630213426733017e6
7,2.2093875300941095e6
8,1.8630211501254998e6
9,1.528171149666831e6
10,1.863018371369902e6
11,3.021770666082222e6
12,3.2460962830133885e6
13,3.0217732335e6
14,2.494236849229913e6
15,3.021779596969649e6
16,2.284851150172839e6
17,2.1164263077883776e6
18,1.9559935594999995e6
19,1.076474950844206e6
20,802947.6572600002
21,2.7336851491030445e6
22,2.7478413491024175e6
23,510598.21922376915
24,568026.3623190859
