stage,objective
1,2.7002356920000017e6
2,3.0217866455624625e6
3,1.0432013611232005e6
4,802953.2197734602
5,964413.4419067428
6,802946.4414352737
7,532850.0517825317
8,802949.6042599995
9,336141.20219000056
10,268729.2468948411
11,389627.03046000004
12,803671.3532599993
13,1.6046838353200313e6
14,1.4786436476387829e6
15,1.478643327299999e6
16,310001.4842100004
17,494334.69680000003
18,767738.051162078
19,748141.9686265327
20,614188.6488655801
21,810718.8493648921
22,810716.1134210727
23,1.0690828529554112e6
24,933357.272012423
