stage,objective
1,2.7002356920000017e6
2,2.2848526440000013e6
3,927279.5347366147
4,1.0431845573813021e6
5,1.4786396616810411e6
6,1.2639311172600016e6
7,1.528176908795707e6
8,1.8630204563552998e6
9,1.9559937884999998e6
10,1.8630214828220047e6
11,802943.4820543323
12,569059.3988999994
13,1.5281731554495841e6
14,3.0217713366343006e6
15,3.02176802131268e6
16,3.0217720754304305e6
17,3.9925483304899856e6
18,1.8630265012643002e6
19,1.8630832054721676e6
20,1.0432201499824012e6
21,869644.6624702462
22,389640.36689301766
23,2.2226672434717896e6
24,3.1601863699486754e6
