plant,unit,value
1,1,654.26
1,2,1347.3
1,3,3.24
1,4,173.76164564454996
1,5,140.26812168961885
1,6,20.44
1,7,523.71
1,8,8.36
1,9,255.0
1,10,229.39840000000007
1,11,254.76
1,12,182.69265506735454
1,13,21.75
1,14,137.86
1,15,15.72
1,16,60.9
1,17,144.84
1,18,396.8415342992764
1,19,430.47107633768695
1,20,399.99979999999994
1,21,96.0
1,22,184.0
1,23,130.13
1,24,146.68
1,25,19.6
1,26,54.0
1,27,103.36
1,28,5.7
1,29,20.16
1,30,171.6
1,31,48.0
1,32,228.7587052634942
1,33,188.34
1,34,100.62
1,35,9.6
1,36,71.2648827547781
1,37,849.0811287924639
1,38,579.7259855327934
1,39,0.6
1,40,197.0
1,41,64.75
1,42,121.54
1,43,5.94
2,1,9.9
2,2,254.28110805778826
2,3,258.93080343032244
2,4,344.4
2,5,24.15
2,6,58.5
2,7,2.52
2,8,15.197599999999987
2,9,70.75
2,10,117.28879999999994
2,11,229.95120000000014
2,12,338.70360000000005
2,13,2.4
2,14,113.02219999999997
2,15,283.45
2,16,12.2
2,17,467.2
3,1,3.64
3,2,3.08
3,3,9.28
3,4,3.08
3,5,31.866999999999962
3,6,28.88
3,7,27.645000000001765
3,8,3.64
3,9,4.2
3,10,137.51281773359287
3,11,44.0
3,12,3.64
3,13,4.2
3,14,84.18
3,15,339.56
3,16,55.13
3,17,55.13
3,18,4.2
3,19,28.56
3,20,4.2
3,21,64.49014546426908
3,22,3.64
3,23,3.64
3,24,11.33
3,25,19.04
3,26,7.42
3,27,9.24
3,28,106.02
3,29,18.5
3,30,17.16
3,31,63.27
3,32,521.9480000000001
3,33,125.97
4,1,61.42
4,2,61.42
