stage,objective
1,2.7002356920000017e6
2,1.8630278461136892e6
3,1.6287402872535735e6
4,1.8630277493079156e6
5,2.284855086072579e6
6,1.8630200039360747e6
7,1.8630208350614645e6
8,3.021765739824705e6
9,3.021768237687245e6
10,1.8630210234452523e6
11,3.021766811116457e6
12,2.2848522955761477e6
13,3.0217673332017697e6
14,3.1520331054999977e6
15,1.5281762845511772e6
16,693154.6798851835
17,1.8630254753428623e6
18,1.5281788945000004e6
19,1.5281789855000004e6
20,3.354399271575799e6
21,3.151637086725911e6
22,1.4695883222599993e6
23,3.244474083362844e6
24,886935.0591636874
