stage,objective
1,2.7002356920000017e6
2,2.418563213071279e6
3,3.0217833342060596e6
4,2.421432582231112e6
5,3.021770285451822e6
6,1.8630210801931769e6
7,2.2848545434999987e6
8,1.8630226174999997e6
9,1.2877031080024503e6
10,1.1559973518372998e6
11,1.52817899572682e6
12,2.700235768410459e6
13,927256.6737600006
14,927256.5037600007
15,803671.0541172829
16,510597.58496657293
17,532853.9250610163
18,291865.4513791823
19,547387.2185532898
20,741201.18426
21,644697.4934772374
22,741200.1866389497
23,628009.2879035043
24,247113.14920743555
