region,depth,value
1,1,312.32692075772485
1,2,70.96050000000002
1,3,54.62894057826932
1,4,54.075448871297404
2,1,189.49234833924157
2,2,49.12650000000001
2,3,0.0
2,4,30.793500000000005
3,1,100.76470143475471
3,2,32.751000000000005
3,3,0.0
3,4,6.843000000000001
4,1,133.56981681069348
4,2,22.499565424928516
4,3,0.0
4,4,0.0
