stage,objective
1,2.7002356920000017e6
2,3.0217725636143014e6
3,3.0217772970355824e6
4,3.992553761719018e6
5,3.7121161334881634e6
6,4.837802130221173e6
7,9.308669223079443e6
8,5.170944040586501e6
9,3.2460989914999977e6
10,3.021781200656958e6
11,2.284853845175728e6
12,1.6287374124341048e6
13,1.5281782713759504e6
14,3.0363365134999976e6
15,4.1043881414871886e6
16,3.992546627484422e6
17,4.3645310482157245e6
18,4.188916190985333e6
19,3.0217732805000003e6
20,3.1520328044999987e6
21,2.6408019678890463e6
22,3.246111973747271e6
23,4.819087268253295e6
24,5.207364800263456e6
