plant,unit,value
1,1,657.0
1,2,1350.0
1,3,0.0
1,4,250.0
1,5,250.0
1,6,28.0
1,7,529.0
1,8,11.88
1,9,255.0
1,10,235.0
1,11,386.0
1,12,378.28
1,13,30.45
1,14,226.0
1,15,0.0
1,16,87.0
1,17,204.0
1,18,830.7
1,19,895.31
1,20,400.0
1,21,100.0
1,22,200.0
1,23,169.0
1,24,308.8
1,25,28.0
1,26,78.0
1,27,217.6
1,28,7.5
1,29,0.0
1,30,352.0
1,31,0.0
1,32,258.0
1,33,258.0
1,34,227.04
1,35,12.8
1,36,115.6
1,37,1058.0
1,38,1058.0
1,39,0.0
1,40,197.0
1,41,133.0
1,42,206.0
1,43,0.0
2,1,13.86
2,2,485.0
2,3,485.0
2,4,350.0
2,5,33.81
2,6,72.0
2,7,4.0
2,8,20.0
2,9,100.0
2,10,132.0
2,11,262.0
2,12,363.0
2,13,0.0
2,14,126.0
2,15,320.0
2,16,19.7
2,17,640.0
3,1,5.85
3,2,4.95
3,3,14.4
3,4,4.95
3,5,0.7000000000000013
3,6,41.04
3,7,39.33477357856977
3,8,5.85
3,9,6.75
3,10,220.0
3,11,74.8
3,12,5.85
3,13,6.75
3,14,138.0
3,15,347.0
3,16,116.22
3,17,116.22
3,18,6.75
3,19,45.9
3,20,6.75
3,21,134.4
3,22,5.85
3,23,5.85
3,24,0.0
3,25,28.56
3,26,10.6
3,27,13.2
3,28,186.0
3,29,39.5
3,30,0.0
3,31,133.38
3,32,533.0
3,33,290.7
4,1,126.16
4,2,129.1189926800732
