from,to,value
1,1,0.0
1,2,3431.9100987340234
1,3,576.0
1,4,0.0
1,5,2323.7937662586514
2,1,668.0260105201108
2,2,0.0
2,3,0.0
2,4,0.0
2,5,0.0
3,1,40.0
3,2,0.0
3,3,0.0
3,4,0.0
3,5,158.04
4,1,0.0
4,2,0.0
4,3,0.0
4,4,0.0
4,5,0.0
5,1,102.12399999999997
5,2,0.0
5,3,1058.530773578548
5,4,1321.178992680073
5,5,0.0
