stage,objective
1,2.7002356920000017e6
2,1.0051714205115363e6
3,2.1164445602198765e6
4,2.2094030452194735e6
5,1.8630719732123837e6
6,2.116446220776327e6
7,2.2848642440711334e6
8,2.2848564944999963e6
9,2.7933844896684363e6
10,3.021793642996516e6
11,1.0105611423926875e6
12,2.7002407898209803e6
13,2.1164209809999987e6
14,2.116426750510514e6
15,1.5319044548185524e6
16,2.1551938965351265e6
17,2.2848526677932087e6
18,716933.7968600006
19,389626.31196271395
20,519309.5135470517
21,422756.7058554515
22,253529.77659476898
23,263535.115299703
24,245083.02260000003
