stage,objective
1,2.7002356920000017e6
2,1.0431944394703992e6
3,1.0432127914357632e6
4,1.5281713647783808e6
5,1.478648742957808e6
6,1.528172006960135e6
7,803671.6442600004
8,1.2639305770140514e6
9,336141.20219000056
10,309998.4867014475
11,309998.1919601271
12,340079.45720000006
13,340081.3925999999
14,729984.9186000004
15,809695.626961003
16,291871.1259805653
17,448530.1523518907
18,268230.62997796247
19,268224.43022
20,294986.08542960114
21,268437.5330938103
22,375108.0424369294
23,245091.08693999998
24,245086.8104497225
