stage,objective
1,340078.4790400006
2,389698.8419599999
3,510675.7002600003
4,532895.3361600004
5,532894.0418599993
6,510640.20075999945
7,532865.4527599998
8,532858.66976
9,532935.6682600006
10,716956.3523600008
11,716967.7443599999
12,679620.1951814415
13,803007.8987600002
14,567072.1963996561
15,336349.84524000017
16,268852.46484000003
17,389645.1371599999
18,438762.7882589977
19,532868.7647600002
20,281673.5174400001
21,248435.55424000008
22,245165.3699399986
23,245400.2954800001
24,245156.54699999996
