stage,objective
1,2.7002356920000017e6
2,844392.9272149988
3,2.4214437998730317e6
4,3.021774843328759e6
5,3.246098563846074e6
6,3.7121103433757797e6
7,3.2460948053430244e6
8,3.152028142257862e6
9,3.7993571867849827e6
10,4.1043818240314573e6
11,3.7121091133853868e6
12,4.104385981401466e6
13,5.170947603500009e6
14,9.501640324000001e6
15,9.534863017958805e6
16,4.410618816325016e6
17,4.411855058587156e6
18,7.512049310577393e6
19,8.092213967760809e6
20,3.918026526818266e6
21,4.775525021247428e6
22,1.6375909984999993e6
23,2.5272514051388693e6
24,2.0899451047792376e6
