stage,objective
1,2.7002356920000017e6
2,1.8630296222281978e6
3,1.5281991418947242e6
4,1.8630214058217555e6
5,1.2639287066332325e6
6,1.863020666099999e6
7,1.8630222344692163e6
8,2.2848524962479994e6
9,2.68394839846088e6
10,2.215342906877741e6
11,1.528173162270207e6
12,3.0217656014513373e6
13,3.2460990098765455e6
14,1.0432052476334013e6
15,1.863039794519093e6
16,472343.09087733645
17,540443.7094743736
18,687215.0768600004
19,1.043181425298499e6
20,336142.7857043152
21,284532.3242069967
22,373857.90318987076
23,256467.48364284402
24,245083.02260000003
