stage,objective
1,2.7002356920000017e6
2,3.0217702164376006e6
3,3.0217763103287816e6
4,3.0217750858672485e6
5,2.7002405607731044e6
6,3.021775099041991e6
7,2.2848632869950384e6
8,2.2848564944999963e6
9,3.0217734184999987e6
10,4.404874176011853e6
11,4.923647556838594e6
12,4.0058291850941665e6
13,3.246100163499996e6
14,4.1043853804999962e6
15,4.837801340297021e6
16,4.837800329588063e6
17,4.837804113658473e6
18,9.359877107279904e6
19,1.8397885366165206e7
20,9.418958296976142e6
21,5.92697273170989e6
22,5.738152531435026e6
23,9.59583946286755e6
24,4.263579770477889e6
