stage,objective
1,340078.4790400006
2,389698.8419599999
3,510639.6272599995
4,389697.51105999947
5,389636.88876000047
6,510699.31196000054
7,310022.3283400005
8,310047.60933999997
9,372403.30214530416
10,389644.06416000053
11,558309.2238001227
12,803063.5423600003
13,844466.0280600004
14,1.0433130433600005e6
15,1.5282762507000007e6
16,1.5282773745999988e6
17,1.5283261699e6
18,1.5282471265999991e6
19,1.5281917181000002e6
20,1.528175801e6
21,2.1164470508000003e6
22,1.659395985611082e6
23,1.292991663838455e6
24,1.0699830917600004e6
