stage,objective
1,340078.4790400006
2,336196.216740001
3,510662.1537599992
4,510628.11395999976
5,389665.6683600005
6,510621.0032599997
7,510693.34025999904
8,510632.66315999907
9,310027.89833999984
10,389631.3192599993
11,336198.08724000026
12,717067.8258599993
13,336301.96483999956
14,717040.3980600005
15,336278.5696399999
16,268813.40364000015
17,281706.6914400002
18,268777.33354
19,310091.2749399999
20,302471.721690207
21,248416.26313999994
22,245100.12933999998
23,245163.77814000013
24,245178.91144000003
