plant,unit,value
1,1,657.0
1,2,1350.0
1,3,0.0
1,4,61.20700000000011
1,5,27.09999999999995
1,6,6.16
1,7,529.0
1,8,0.0
1,9,255.0
1,10,219.59560000000013
1,11,3.86
1,12,0.0
1,13,0.0
1,14,2.26
1,15,0.0
1,16,0.87
1,17,42.47269947311565
1,18,0.0
1,19,0.0
1,20,399.99980000000005
1,21,98.0
1,22,160.0
1,23,45.63
1,24,0.0
1,25,0.28
1,26,0.0
1,27,0.0
1,28,0.0
1,29,0.0
1,30,0.0
1,31,0.0
1,32,198.66
1,33,59.042699471945774
1,34,0.0
1,35,0.0
1,36,0.0
1,37,386.26775072406684
1,38,39.09200000000003
1,39,0.0
1,40,197.0
1,41,0.0
1,42,2.06
1,43,0.0
2,1,0.0
2,2,4.85
2,3,0.992332153156458
2,4,347.2
2,5,0.0
2,6,27.45
2,7,0.04
2,8,9.664399999999976
2,9,25.75
2,10,90.49339999999995
2,11,171.57660000000035
2,12,303.60880000000014
2,13,0.0
2,14,92.41039999999995
2,15,225.4
2,16,5.0
2,17,138.9448630543994
3,1,0.0
3,2,0.0
3,3,0.0
3,4,0.0
3,5,0.7000000000000013
3,6,0.0
3,7,0.0
3,8,0.0
3,9,0.0
3,10,2.2
3,11,0.0
3,12,0.0
3,13,0.0
3,14,1.38
3,15,344.52
3,16,0.0
3,17,0.0
3,18,0.0
3,19,0.0
3,20,0.0
3,21,0.0
3,22,0.0
3,23,0.0
3,24,0.0
3,25,0.0
3,26,0.0
3,27,0.0
3,28,1.86
3,29,0.0
3,30,0.0
3,31,0.0
3,32,529.316
3,33,0.0
4,1,0.0
4,2,0.0
