from,to,value
1,1,0.0
1,2,3458.869195207553
1,3,3.9160000000000035
1,4,0.0
1,5,657.86
2,1,10.934400000000005
2,2,0.0
2,3,0.0
2,4,0.0
2,5,0.0
3,1,0.0
3,2,0.0
3,3,0.0
3,4,0.0
3,5,157.03999999999965
4,1,0.0
4,2,0.0
4,3,0.0
4,4,0.0
4,5,0.0
5,1,0.0
5,2,0.0
5,3,0.0
5,4,814.8999999999997
5,5,0.0
