stage,objective
1,2.7002356920000017e6
2,3.542449786450498e6
3,3.0217688731488064e6
4,3.021775490502909e6
5,2.2848555774485767e6
6,2.2848563994999975e6
7,3.1474087304999977e6
8,2.8025391044656597e6
9,2.7310084696619436e6
10,3.7666130989509225e6
11,8.125499868441098e6
12,1.2400574983827425e6
13,268733.31506989896
14,734275.9616004517
15,1.5281809639151897e6
16,802949.1282599997
17,802948.6617775345
18,291862.62121
19,729984.9866999998
20,532852.4750600001
21,383135.08773462474
22,336141.6175453046
23,3.2951921097214418e6
24,300799.09038880083
