stage,objective
1,2.7002356920000017e6
2,3.0217682522514984e6
3,2.7002538017024472e6
4,3.246096900923811e6
5,2.9568090482864454e6
6,3.0217703960999995e6
7,2.116423033500001e6
8,2.2848564945e6
9,964338.1310384739
10,1.422210860643141e6
11,1.7669701306072883e6
12,802945.8619015664
13,2.471305587504357e6
14,4.837809954999998e6
15,5.1709484875000045e6
16,3.9925464583888575e6
17,4.364531941761978e6
18,4.819082277281679e6
19,4.1043863000000007e6
20,9.418961174395084e6
21,6.439470895075973e6
22,1.1507086563703634e7
23,1.8775327595449928e6
24,495804.5685888133
