stage,objective
1,2.7002356920000017e6
2,2.1164206409241036e6
3,3.021776653624557e6
4,1.6657246909524947e6
5,1.8630231072128825e6
6,2.116436015580401e6
7,2.809651123499997e6
8,2.0129088548922576e6
9,1.8630292575721517e6
10,1.5281773684015833e6
11,802949.6903937832
12,1.2639251575068384e6
13,1.0431833183608316e6
14,2.700240591199998e6
15,803676.2612781879
16,802945.4437600002
17,1.5281735421850309e6
18,1.0431828840569798e6
19,1.528174879569605e6
20,1.0051590617276998e6
21,1.0431823542793337e6
22,291860.75998999993
23,245086.36247665458
24,245085.58006419215
