stage,objective
1,2.7002356920000017e6
2,802958.680424802
3,310070.04901902005
4,389685.58959634416
5,281668.33493196964
6,256485.6159054665
7,248307.8503368809
8,256469.70414000005
9,256467.97044553608
10,248406.87074000016
11,256468.25379000045
12,281652.04098999966
13,291865.6824944187
14,256493.1143046734
15,532861.7312420681
16,273571.54566289065
17,296298.7744926596
18,256467.90198000008
19,248404.02597999992
20,248405.76767713565
21,256470.85139569885
22,247255.17873999983
23,248407.65722
24,245085.85848629428
