stage,objective
1,340078.4790400006
2,510771.6849600002
3,510683.71236000024
4,532928.0507599991
5,532861.5568599999
6,510612.9057599995
7,532898.2365600001
8,510636.82426000014
9,510700.5141599998
10,389640.05406
11,336276.0006400002
12,510644.59516
13,256707.82714000018
14,281823.76783999987
15,256689.71944000013
16,256609.48274000012
17,245185.10794000002
18,245168.77839999995
19,245109.49250020948
20,248404.28044000012
21,246173.70552580093
22,247495.26122145163
23,245397.8131400001
24,245148.83474000002
