stage,objective
1,340078.4790400006
2,336225.1780399997
3,291948.3773400001
4,310036.34823999926
5,310050.5413400009
6,310012.19574000034
7,310023.24603999965
8,310040.8703399999
9,310027.73784000054
10,291884.1814400004
11,336177.8592600003
12,336248.1282399995
13,510665.7599599995
14,803144.786460001
15,741395.0344599998
16,510681.1821600003
17,281697.42843999993
18,487772.1237992761
19,532909.4332599998
20,340292.11604
21,320724.1267940607
22,613809.5675894476
23,530264.9231142948
24,245484.7742399998
