plant,unit,value
1,1,657.0
1,2,1350.0
1,3,1.8
1,4,227.11599999999996
1,5,209.87799999999996
1,6,27.44
1,7,529.0
1,8,7.92
1,9,255.0
1,10,235.0
1,11,369.80761329610397
1,12,289.5
1,13,18.85
1,14,198.88
1,15,15.72
1,16,85.26
1,17,199.92
1,18,663.1854401245989
1,19,673.79
1,20,400.0
1,21,100.0
1,22,200.0
1,23,165.62
1,24,216.16
1,25,27.16
1,26,47.01830945808484
1,27,152.32
1,28,3.9
1,29,11.76
1,30,246.4
1,31,28.0
1,32,258.0
1,33,252.84
1,34,157.38
1,35,7.68
1,36,74.8
1,37,1038.274
1,38,913.9120000000003
1,39,0.5
1,40,197.0
1,41,92.75
1,42,181.28
1,43,3.78
2,1,8.58
2,2,417.1
2,3,416.6500409422438
2,4,350.0
2,5,20.93
2,6,71.1
2,7,3.68
2,8,18.538399999999992
2,9,91.0
2,10,130.9492
2,11,259.7108
2,12,362.6632366819762
2,13,1.68
2,14,126.0
2,15,320.0
2,16,16.85
2,17,627.2
3,1,3.12
3,2,2.64
3,3,8.0
3,4,2.64
3,5,24.941000000000003
3,6,27.36
3,7,26.681418899490126
3,8,3.12
3,9,3.6
3,10,202.4
3,11,41.8
3,12,3.12
3,13,3.6
3,14,121.44
3,15,347.0
3,16,80.46
3,17,80.46
3,18,3.6
3,19,24.48
3,20,3.6
3,21,95.76
3,22,3.12
3,23,3.12
3,24,12.36
3,25,17.68
3,26,6.36
3,27,7.92
3,28,159.96
3,29,27.5
3,30,18.72
3,31,92.34
3,32,533.0
3,33,209.95
4,1,90.76584231315432
4,2,89.64
