stage,objective
1,340078.4790400006
2,510676.9509599991
3,510644.4901599996
4,532994.7553599998
5,532878.3602600005
6,510642.5692599993
7,532865.4527599998
8,532873.8307600003
9,532881.3817599993
10,717105.205972204
11,716945.6433600001
12,803086.3487477973
13,336234.6408400005
14,507901.1744680889
15,336337.10034000035
16,510755.3562599998
17,532921.1382600004
18,532960.0517599997
19,532872.37366
20,729984.5067600003
21,802993.0010600002
22,343930.4062356055
23,332739.15139165125
24,1.0699830917600004e6
