stage,objective
1,2.7002356920000017e6
2,3.0217854841696993e6
3,3.021776299941309e6
4,3.2461002007046193e6
5,2.2093939315000027e6
6,1.5281850532820486e6
7,2.116427131521277e6
8,1.863029118258942e6
9,1.8630258310449906e6
10,1.8630221446137838e6
11,3.0217731794999987e6
12,3.0217698499701545e6
13,3.021770111850679e6
14,3.5201777951637767e6
15,1.4786721502024923e6
16,3.0217789307611734e6
17,3.712124350697145e6
18,3.6741528549895585e6
19,3.988313385017298e6
20,3.8792088790999986e6
21,2.42992020102147e6
22,3.008689140995593e6
23,4.922237245207742e6
24,2.7177702557644383e6
