stage,objective
1,2.7002356920000017e6
2,3.0217677661198005e6
3,2.1164408713568076e6
4,1.5281778567055985e6
5,802950.9156561829
6,1.5281700908608213e6
7,1.0431863153013028e6
8,1.0431883962600008e6
9,663375.0546570178
10,1.391680922699999e6
11,1.255286287970487e6
12,1.033887670810492e7
13,1.04318775526e6
14,2.7870927701726556e6
15,3.0217722815000005e6
16,3.021774198851656e6
17,2.3146412972986046e6
18,3.6741646132088266e6
19,3.6886808645267524e6
20,5.108022308000002e6
21,4.686649664795332e6
22,4.337713119292841e6
23,1.9996720299608354e6
24,959895.2176405851
