plant,unit,value
1,1,644.67
1,2,1325.7
1,3,2.52
1,4,160.3709999999999
1,5,121.99258370055088
1,6,18.2
1,7,502.55
1,8,6.16
1,9,254.6478
1,10,225.1972000000001
1,11,227.74
1,12,131.24
1,13,18.85
1,14,122.04
1,15,13.1
1,16,53.07
1,17,124.44
1,18,286.5243620247287
1,19,313.82
1,20,399.9989
1,21,85.0
1,22,162.0
1,23,111.54
1,24,104.22
1,25,17.08
1,26,30.0
1,27,73.44
1,28,3.9
1,29,15.12
1,30,120.14460034624211
1,31,36.0
1,32,196.08
1,33,167.7
1,34,77.4
1,35,7.68
1,36,47.6
1,37,757.6060023379449
1,38,481.6480000000002
1,39,0.4
1,40,196.3598
1,41,43.75
1,42,109.18
1,43,4.86
2,1,8.58
2,2,208.55
2,3,208.55
2,4,329.0
2,5,20.93
2,6,54.45
2,7,2.2
2,8,14.153599999999981
2,9,65.5
2,10,112.08786777942274
2,11,219.64980000000023
2,12,323.8558000000001
2,13,2.16
2,14,104.62479999999996
2,15,259.8
2,16,10.1
2,17,416.0
3,1,1.95
3,2,1.65
3,3,4.8
3,4,1.65
3,5,21.477999999999984
3,6,19.76
3,7,19.5
3,8,1.95
3,9,2.25
3,10,132.0
3,11,30.695
3,12,1.95
3,13,2.25
3,14,81.42
3,15,324.68
3,16,38.74
3,17,38.74
3,18,2.25
3,19,15.3
3,20,2.25
3,21,47.04
3,22,1.95
3,23,1.95
3,24,10.3
3,25,16.32
3,26,6.36
3,27,7.92
3,28,101.71169252393352
3,29,14.0
3,30,15.6
3,31,46.6944315390042
3,32,503.5280000000001
3,33,100.13
4,1,41.5
4,2,41.5
