plant,unit,value
1,1,643.3
1,2,1323.0
1,3,1.44
1,4,150.83599999999987
1,5,120.71800000000012
1,6,15.4
1,7,486.68
1,8,6.6
1,9,253.5912
1,10,222.74650000000008
1,11,196.86
1,12,154.4
1,13,15.95
1,14,113.0
1,15,14.41
1,16,45.24
1,17,106.08
1,18,304.59
1,19,360.73014321288707
1,20,399.99840000000006
1,21,80.26036164637586
1,22,142.0
1,23,101.5439493239031
1,24,100.36
1,25,14.56
1,26,32.0
1,27,70.72
1,28,3.3
1,29,10.08
1,30,118.8
1,31,22.465228743510178
1,32,172.86
1,33,142.03673311260755
1,34,82.56
1,35,7.04
1,36,54.4
1,37,690.9693849807644
1,38,479.9864066976223
1,39,0.4
1,40,194.43919999999997
1,41,42.0
1,42,98.88
1,43,2.7
2,1,7.185
2,2,203.7
2,3,203.7
2,4,323.4
2,5,17.71
2,6,49.95
2,7,2.0
2,8,13.944799999999981
2,9,61.0
2,10,107.30619999999995
2,11,209.37538071501723
2,12,313.05740000000014
2,13,0.96
2,14,97.75419999999997
2,15,240.45
2,16,11.0
2,17,352.0
3,1,2.34
3,2,1.98
3,3,6.08
3,4,1.98
3,5,18.015000000000022
3,6,18.367999999999938
3,7,21.0
3,8,2.34
3,9,2.7
3,10,118.8
3,11,37.4
3,12,2.34
3,13,2.7
3,14,74.52
3,15,317.24
3,16,38.74
3,17,38.74
3,18,2.7
3,19,18.36
3,20,2.7
3,21,45.36
3,22,2.34
3,23,2.34
3,24,7.21
3,25,13.6
3,26,5.3
3,27,6.6
3,28,92.86937457704549
3,29,13.5
3,30,10.92
3,31,44.46
3,32,492.4760000000001
3,33,111.52357237235013
4,1,44.36107459220473
4,2,44.82
