stage,objective
1,2.7002356920000017e6
2,2.209394035919301e6
3,2.7002434439864606e6
4,1.5282001506396607e6
5,964433.0562107377
6,1.04319147660001e6
7,894032.6153618358
8,865463.8877001144
9,1.5281774114999995e6
10,2.4214329666589834e6
11,729984.2666673232
12,679718.9740424752
13,741213.9833505265
14,340103.6492329594
15,384147.36862963997
16,671731.3813178148
17,256492.9837744655
18,256480.36339229136
19,281653.20359000005
20,309998.29419000004
21,256467.39041999995
22,417570.1386108352
23,289175.62466002675
24,245084.29506505164
