stage,objective
1,340078.4790400006
2,336196.216740001
3,373877.67157999985
4,310099.9291399997
5,310094.49933999963
6,410120.9518804457
7,310029.8553399993
8,510643.5632600002
9,310049.5033400003
10,336179.62074000016
11,336179.3522399999
12,336414.5202399995
13,687319.3308600001
14,717101.9854600001
15,803162.01456
16,730063.2652599998
17,717084.8756600004
18,927275.6723600002
19,927300.3608600004
20,730055.475159172
21,741208.5328599999
22,802999.6962600003
23,1.7426768618114325e6
24,311766.73444000026
