stage,objective
1,2.7002356920000017e6
2,802956.8492309004
3,310093.4809921961
4,281732.55221401434
5,510601.1847411897
6,510594.40071168356
7,419046.9523428697
8,802944.928064445
9,532850.3805
10,1.3085521908485163e6
11,741197.3566999994
12,309999.64861363824
13,729986.1548744887
14,3.0218317386270054e6
15,3.021786133375164e6
16,2.209413740514096e6
17,2.289446847803807e6
18,3.152035928540796e6
19,3.2461001212200113e6
20,4.104123868746821e6
21,4.364525440311233e6
22,3.99254157179028e6
23,1.5846040379248e7
24,1.5272343012967166e7
