stage,objective
1,2.7002356920000017e6
2,3.0217679252082035e6
3,4.1043815521735996e6
4,3.021777253871843e6
5,3.0217739543220922e6
6,4.290154605597466e6
7,5.126738070884645e6
8,6.15055510550642e6
9,4.819088200999998e6
10,4.364530369999997e6
11,4.198031833983839e6
12,3.0217707842603438e6
13,1.478642148e6
14,281658.34495946486
15,268732.91992752627
16,281653.7039127676
17,268728.5911152619
18,256468.4008740317
19,248409.80954099935
20,256467.61043999996
21,248406.70974000008
22,281651.8718175094
23,268729.2197167353
24,245084.96249975846
