stage,objective
1,2.7002356920000017e6
2,2.2848526440000013e6
3,2.1164350831507742e6
4,1.5281749684092551e6
5,1.5281748321000002e6
6,1.52817526919071e6
7,1.0431883922600001e6
8,1.8630241844597608e6
9,1.043185734466251e6
10,802946.6774236225
11,912360.0826999992
12,663348.171809502
13,741198.6391903106
14,1.8630219950850029e6
15,1.0431861291568018e6
16,1.0051621983000003e6
17,802947.6670099422
18,1.8630239013e6
19,3.017985521608364e6
20,730036.7750599999
21,310002.7351399998
22,247255.17874000128
23,245091.08694
24,245083.02260000003
